,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_252,calculate_annualized_volatility_1,calculate_avg_volatility_1_10
0,2013-01-01 09:15:00,357.8,358.45,353.3,356.35,521555,2013-01-01 15:29:00,2013-01-01 09:15:00,,,,
1,2013-01-02 09:15:00,358.7,368.65,356.6,367.5,987050,2013-01-02 15:29:00,2013-01-02 09:15:00,0.3080992470501164,,,
2,2013-01-03 09:15:00,368.0,371.0,363.2,366.0,597362,2013-01-03 15:29:00,2013-01-03 09:15:00,-0.04089985251525166,,,
3,2013-01-04 09:15:00,365.95,379.7,365.95,373.9,1781301,2013-01-04 15:29:00,2013-01-04 09:15:00,0.2135504858170167,,,
4,2013-01-07 09:15:00,376.2,393.3,376.0,387.0,2136641,2013-01-07 15:29:00,2013-01-07 09:15:00,0.3443631104671388,,,
5,2013-01-08 09:15:00,387.8,389.8,377.3,380.6,1398773,2013-01-08 15:29:00,2013-01-08 09:15:00,-0.16675738167732615,,,
6,2013-01-09 09:15:00,381.15,392.9,374.6,384.5,1706799,2013-01-09 15:29:00,2013-01-09 09:15:00,0.10194834083649551,,,
7,2013-01-10 09:15:00,389.95,395.85,379.1,379.3,3205959,2013-01-10 15:29:00,2013-01-10 09:15:00,-0.1361634025084536,,,
8,2013-01-11 09:15:00,382.0,382.75,368.8,369.9,1227233,2013-01-11 15:29:00,2013-01-11 09:15:00,-0.2509474985644505,,,
9,2013-01-14 09:15:00,372.65,376.4,367.8,375.7,1115419,2013-01-14 15:29:00,2013-01-14 09:15:00,0.15558253741514866,,,
10,2013-01-15 09:15:00,375.0,386.55,371.15,385.5,1437580,2013-01-15 15:29:00,2013-01-15 09:15:00,0.2575024042346094,,,
11,2013-01-16 09:15:00,388.75,388.75,378.0,382.5,1094016,2013-01-16 15:29:00,2013-01-16 09:15:00,-0.07812539736793625,,,
12,2013-01-17 09:15:00,384.6,407.9,381.5,396.0,6616284,2013-01-17 15:29:00,2013-01-17 09:15:00,0.3468555798789011,,,
13,2013-01-18 09:15:00,406.05,437.7,405.3,437.6,9091313,2013-01-18 15:29:00,2013-01-18 09:15:00,0.9989103985329091,,,
14,2013-01-21 09:15:00,438.0,449.0,430.0,440.85,3291958,2013-01-21 15:29:00,2013-01-21 09:15:00,0.07399430425264505,,,
15,2013-01-22 09:15:00,438.6,443.8,430.5,433.4,1774876,2013-01-22 15:29:00,2013-01-22 09:15:00,-0.17043592430777482,,,
16,2013-01-23 09:15:00,434.8,435.35,411.3,424.8,2112401,2013-01-23 15:29:00,2013-01-23 09:15:00,-0.20042619174529525,,,
17,2013-01-24 09:15:00,425.2,428.0,412.7,417.0,820596,2013-01-24 15:29:00,2013-01-24 09:15:00,-0.18532248128927653,,,
18,2013-01-25 09:15:00,414.0,426.8,411.95,418.75,1128202,2013-01-25 15:29:00,2013-01-25 09:15:00,0.041878613404747154,,,
19,2013-01-28 09:15:00,421.1,423.15,412.0,414.75,899888,2013-01-28 15:29:00,2013-01-28 09:15:00,-0.09598154068722282,,,
20,2013-01-29 09:15:00,412.5,418.1,406.05,409.25,867852,2013-01-29 15:29:00,2013-01-29 09:15:00,-0.1334971281930963,,,
21,2013-01-30 09:15:00,413.65,419.5,405.0,408.5,1292633,2013-01-30 15:29:00,2013-01-30 09:15:00,-0.01834301951186733,,,
22,2013-01-31 09:15:00,410.05,421.55,407.6,411.9,1648325,2013-01-31 15:29:00,2013-01-31 09:15:00,0.08288687141977319,,,
23,2013-02-01 09:15:00,412.0,425.8,410.65,422.9,1086376,2013-02-01 15:29:00,2013-02-01 09:15:00,0.26355143036407896,,,
24,2013-02-04 09:15:00,426.3,429.15,416.3,418.5,1001370,2013-02-04 15:29:00,2013-02-04 09:15:00,-0.10458854548912791,,,
25,2013-02-05 09:15:00,419.95,420.0,407.0,411.3,965517,2013-02-05 15:29:00,2013-02-05 09:15:00,-0.1735401469315162,,,
26,2013-02-06 09:15:00,415.0,422.55,410.0,415.8,1075747,2013-02-06 15:29:00,2013-02-06 09:15:00,0.10881500187534207,,,
27,2013-02-07 09:15:00,415.0,420.5,408.1,411.15,701697,2013-02-07 15:29:00,2013-02-07 09:15:00,-0.11246264007008172,,,
28,2013-02-08 09:15:00,411.5,411.85,400.1,401.95,736501,2013-02-08 15:29:00,2013-02-08 09:15:00,-0.22630408642934666,,,
29,2013-02-11 09:15:00,401.0,404.4,394.05,403.0,928731,2013-02-11 15:29:00,2013-02-11 09:15:00,0.026088591727132716,,,
30,2013-02-12 09:15:00,403.2,412.45,399.7,410.0,713596,2013-02-12 15:29:00,2013-02-12 09:15:00,0.17220597751670558,,,
31,2013-02-13 09:15:00,411.9,412.9,398.8,399.7,878650,2013-02-13 15:29:00,2013-02-13 09:15:00,-0.25442893981075676,,,
32,2013-02-14 09:15:00,404.5,408.7,384.25,384.7,1788689,2013-02-14 15:29:00,2013-02-14 09:15:00,-0.3825045595902843,,,
33,2013-02-15 09:15:00,387.9,394.35,372.0,381.9,2091752,2013-02-15 15:29:00,2013-02-15 09:15:00,-0.07305015526778952,,,
34,2013-02-18 09:15:00,388.75,391.15,377.0,379.05,1623613,2013-02-18 15:29:00,2013-02-18 09:15:00,-0.07490671729157514,,,
35,2013-02-19 09:15:00,380.0,383.2,373.85,381.3,668837,2013-02-19 15:29:00,2013-02-19 09:15:00,0.059183443612052355,,,
36,2013-02-20 09:15:00,381.55,394.25,381.0,394.25,1524720,2013-02-20 15:29:00,2013-02-20 09:15:00,0.33398758979629684,,,
37,2013-02-21 09:15:00,393.1,398.8,387.3,389.1,1736982,2013-02-21 15:29:00,2013-02-21 09:15:00,-0.13148845852639768,,,
38,2013-02-22 09:15:00,391.0,393.45,385.45,388.05,1061298,2013-02-22 15:29:00,2013-02-22 09:15:00,-0.027021826903600846,,,
