,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_252,calculate_annualized_volatility_1,calculate_avg_volatility_1_10
0,2013-01-01 09:15:00,512.1,520.0,512.1,515.5,21369,2013-01-01 15:29:00,2013-01-01 09:15:00,,,,
1,2013-01-02 09:15:00,519.0,530.0,515.6,525.0,46701,2013-01-02 15:29:00,2013-01-02 09:15:00,0.18260959134609112,,,
2,2013-01-03 09:15:00,524.95,544.0,521.0,528.35,112787,2013-01-03 15:29:00,2013-01-03 09:15:00,0.06360680295416034,,,
3,2013-01-04 09:15:00,530.0,540.0,526.55,533.2,25463,2013-01-04 15:29:00,2013-01-04 09:15:00,0.09137645417513857,,,
4,2013-01-07 09:15:00,540.0,540.05,525.45,528.8,13197,2013-01-07 15:29:00,2013-01-07 09:15:00,-0.08286299767077233,,,
5,2013-01-08 09:15:00,545.0,545.05,526.65,527.0,7410,2013-01-08 15:29:00,2013-01-08 09:15:00,-0.03409739996114126,,,
6,2013-01-09 09:15:00,534.35,539.9,525.15,534.0,44729,2013-01-09 15:29:00,2013-01-09 09:15:00,0.13195290418832423,,,
7,2013-01-10 09:15:00,536.95,540.0,526.1,526.1,109905,2013-01-10 15:29:00,2013-01-10 09:15:00,-0.14904530223433232,,,
8,2013-01-11 09:15:00,537.4,549.0,531.0,544.0,65171,2013-01-11 15:29:00,2013-01-11 09:15:00,0.3345793811918103,,,
9,2013-01-14 09:15:00,541.7,549.4,535.2,547.0,23673,2013-01-14 15:29:00,2013-01-14 09:15:00,0.0549955556603867,,,
10,2013-01-15 09:15:00,545.0,558.0,543.1,551.0,37602,2013-01-15 15:29:00,2013-01-15 09:15:00,0.07286006730933313,,,
11,2013-01-16 09:15:00,552.75,569.95,550.0,563.6,80385,2013-01-16 15:29:00,2013-01-16 09:15:00,0.2260997087161063,,,
12,2013-01-17 09:15:00,569.9,578.85,566.35,573.6,153277,2013-01-17 15:29:00,2013-01-17 09:15:00,0.17587509260885348,,,
13,2013-01-18 09:15:00,575.0,581.0,570.2,571.0,21918,2013-01-18 15:29:00,2013-01-18 09:15:00,-0.045430796294004115,,,
14,2013-01-21 09:15:00,576.0,579.8,563.0,572.0,11210,2013-01-21 15:29:00,2013-01-21 09:15:00,0.017497817237877723,,,
15,2013-01-22 09:15:00,565.0,583.0,560.0,576.8,55299,2013-01-22 15:29:00,2013-01-22 09:15:00,0.08356594590941271,,,
16,2013-01-23 09:15:00,582.0,591.0,570.1,574.05,39319,2013-01-23 15:29:00,2013-01-23 09:15:00,-0.047790854309183305,,,
17,2013-01-24 09:15:00,576.4,587.5,552.95,562.0,23453,2013-01-24 15:29:00,2013-01-24 09:15:00,-0.21214650646129818,,,
18,2013-01-25 09:15:00,555.0,569.9,555.0,562.0,45559,2013-01-25 15:29:00,2013-01-25 09:15:00,0.0,,,
19,2013-01-28 09:15:00,560.0,560.0,519.0,522.0,100139,2013-01-28 15:29:00,2013-01-28 09:15:00,-0.7383426201105235,,,
20,2013-01-29 09:15:00,522.6,545.0,522.6,543.0,45216,2013-01-29 15:29:00,2013-01-29 09:15:00,0.3944173205129662,,,
21,2013-01-30 09:15:00,545.0,563.9,536.0,559.75,40160,2013-01-30 15:29:00,2013-01-30 09:15:00,0.3038093554492877,,,
22,2013-01-31 09:15:00,584.7,584.7,551.05,551.05,35651,2013-01-31 15:29:00,2013-01-31 09:15:00,-0.15664706341313286,,,
23,2013-02-01 09:15:00,548.0,555.5,535.0,537.0,17713,2013-02-01 15:29:00,2013-02-01 09:15:00,-0.2582745462868619,,,
24,2013-02-04 09:15:00,537.0,551.0,531.9,538.0,28449,2013-02-04 15:29:00,2013-02-04 09:15:00,0.018604656529196708,,,
25,2013-02-05 09:15:00,538.1,540.05,527.0,527.1,15291,2013-02-05 15:29:00,2013-02-05 09:15:00,-0.20468276300623167,,,
26,2013-02-06 09:15:00,530.05,539.75,526.55,533.4,15603,2013-02-06 15:29:00,2013-02-06 09:15:00,0.11881327886752685,,,
27,2013-02-07 09:15:00,527.0,531.0,520.0,525.0,19259,2013-02-07 15:29:00,2013-02-07 09:15:00,-0.15873349156290123,,,
28,2013-02-08 09:15:00,526.25,533.85,513.0,533.05,14650,2013-02-08 15:29:00,2013-02-08 09:15:00,0.15216965804860244,,,
29,2013-02-11 09:15:00,530.55,541.0,526.45,533.0,10444,2013-02-11 15:29:00,2013-02-11 09:15:00,-0.0009380423063948035,,,
30,2013-02-12 09:15:00,533.55,545.9,528.0,545.9,9662,2013-02-12 15:29:00,2013-02-12 09:15:00,0.23914384621867418,,,
31,2013-02-13 09:15:00,549.0,554.0,530.0,533.0,21729,2013-02-13 15:29:00,2013-02-13 09:15:00,-0.23914384621867302,,,
32,2013-02-14 09:15:00,539.4,546.65,522.5,537.5,14105,2013-02-14 15:29:00,2013-02-14 09:15:00,0.08407335835973229,,,
33,2013-02-15 09:15:00,530.0,537.75,522.65,526.1,11373,2013-02-15 15:29:00,2013-02-15 09:15:00,-0.21437451265056306,,,
34,2013-02-18 09:15:00,537.0,537.0,520.2,530.0,8160,2013-02-18 15:29:00,2013-02-18 09:15:00,0.07385697809405861,,,
35,2013-02-19 09:15:00,529.6,533.9,526.15,530.0,4317,2013-02-19 15:29:00,2013-02-19 09:15:00,0.0,,,
36,2013-02-20 09:15:00,534.0,573.7,533.0,550.0,55999,2013-02-20 15:29:00,2013-02-20 09:15:00,0.37041271680349075,,,
37,2013-02-21 09:15:00,542.05,548.0,539.95,542.0,7986,2013-02-21 15:29:00,2013-02-21 09:15:00,-0.14652276786870375,,,
38,2013-02-22 09:15:00,546.95,562.7,537.0,559.5,40312,2013-02-22 15:29:00,2013-02-22 09:15:00,0.31777526312333776,,,
39,2013-02-25 09:15:00,560.1,577.0,560.1,570.0,35162,2013-02-25 15:29:00,2013-02-25 09:15:00,0.18592833076615925,,,
40,2013-02-26 09:15:00,568.0,570.0,555.05,566.0,16361,2013-02-26 15:29:00,2013-02-26 09:15:00,-0.07042282625412924,,,
41,2013-02-27 09:15:00,565.0,565.0,546.25,554.0,76275,2013-02-27 15:29:00,2013-02-27 09:15:00,-0.21429391455899166,,,
42,2013-02-28 09:15:00,559.9,559.9,547.0,551.0,12317,2013-02-28 15:29:00,2013-02-28 09:15:00,-0.05429877594369288,,,
43,2013-03-01 09:15:00,556.5,564.5,537.0,541.0,14275,2013-03-01 15:29:00,2013-03-01 09:15:00,-0.18315530306432948,,,
44,2013-03-04 09:15:00,542.05,547.95,514.5,544.9,14247,2013-03-04 15:29:00,2013-03-04 09:15:00,0.07183012742571075,,,
45,2013-03-05 09:15:00,541.9,558.0,541.9,556.0,21624,2013-03-05 15:29:00,2013-03-05 09:15:00,0.20166002661529786,,,
46,2013-03-06 09:15:00,547.0,573.25,547.0,567.0,12698,2013-03-06 15:29:00,2013-03-06 09:15:00,0.19591009477169793,,,
47,2013-03-07 09:15:00,570.0,572.8,565.8,569.0,12252,2013-03-07 15:29:00,2013-03-07 09:15:00,0.0352113039857896,,,
