,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_84,calculate_annualized_volatility_1,calculate_avg_volatility_1_10
0,2013-01-01 09:15:00,429.5,432.0,423.15,427.75,29158,2013-01-01 15:29:00,2013-01-01 09:15:00,,,,
1,2013-01-02 09:15:00,432.5,437.65,421.05,422.2,36807,2013-01-02 15:29:00,2013-01-02 09:15:00,-0.13059777358082694,,,
2,2013-01-03 09:15:00,427.0,429.0,419.0,423.15,22080,2013-01-03 15:29:00,2013-01-03 09:15:00,0.022475907018947222,,,
3,2013-01-04 09:15:00,420.1,424.85,412.0,414.75,22359,2013-01-04 15:29:00,2013-01-04 09:15:00,-0.20050797045561078,,,
4,2013-01-07 09:15:00,420.0,430.05,411.6,417.9,20764,2013-01-07 15:29:00,2013-01-07 09:15:00,0.07566240383315877,,,
5,2013-01-08 09:15:00,411.0,419.9,400.1,402.0,32894,2013-01-08 15:29:00,2013-01-08 09:15:00,-0.38790080834848606,,,
6,2013-01-09 09:15:00,404.95,413.85,403.15,407.2,26169,2013-01-09 15:29:00,2013-01-09 09:15:00,0.12852376617291802,,,
7,2013-01-10 09:15:00,408.0,413.2,403.0,407.9,23513,2013-01-10 15:29:00,2013-01-10 09:15:00,0.017175810871996777,,,
8,2013-01-11 09:15:00,402.5,409.85,385.0,387.5,25920,2013-01-11 15:29:00,2013-01-11 09:15:00,-0.5130619753011104,,,
9,2013-01-14 09:15:00,391.0,398.0,385.05,388.2,35067,2013-01-14 15:29:00,2013-01-14 09:15:00,0.018048219415082403,,,
10,2013-01-15 09:15:00,388.15,395.0,382.0,386.0,53368,2013-01-15 15:29:00,2013-01-15 09:15:00,-0.05683301270079011,,,
11,2013-01-16 09:15:00,384.5,386.75,364.2,370.35,72931,2013-01-16 15:29:00,2013-01-16 09:15:00,-0.41388865005532627,,,
12,2013-01-17 09:15:00,372.0,402.6,366.2,398.0,144546,2013-01-17 15:29:00,2013-01-17 09:15:00,0.7200350082513942,,,
13,2013-01-18 09:15:00,400.8,402.0,353.25,364.0,298035,2013-01-18 15:29:00,2013-01-18 09:15:00,-0.892981376476971,,,
14,2013-01-21 09:15:00,362.15,364.65,344.3,350.55,91372,2013-01-21 15:29:00,2013-01-21 09:15:00,-0.37650517983763987,,,
15,2013-01-22 09:15:00,355.0,384.35,352.0,382.0,301677,2013-01-22 15:29:00,2013-01-22 09:15:00,0.8591725895359842,,,
16,2013-01-23 09:15:00,382.0,388.9,373.2,380.75,73569,2013-01-23 15:29:00,2013-01-23 09:15:00,-0.032776168313039866,,,
17,2013-01-24 09:15:00,380.6,380.6,364.55,369.0,17388,2013-01-24 15:29:00,2013-01-24 09:15:00,-0.31346347734744034,,,
18,2013-01-25 09:15:00,375.0,375.0,362.15,368.9,12216,2013-01-25 15:29:00,2013-01-25 09:15:00,-0.0027103943789725197,,,
19,2013-01-28 09:15:00,367.9,368.55,354.7,356.0,17751,2013-01-28 15:29:00,2013-01-28 09:15:00,-0.3559487375059939,,,
20,2013-01-29 09:15:00,357.0,371.75,352.0,355.6,34524,2013-01-29 15:29:00,2013-01-29 09:15:00,-0.011242272122808802,,,
21,2013-01-30 09:15:00,355.1,363.8,355.0,360.0,21127,2013-01-30 15:29:00,2013-01-30 09:15:00,0.12297527810406025,,,
22,2013-01-31 09:15:00,361.95,368.05,357.1,362.0,38052,2013-01-31 15:29:00,2013-01-31 09:15:00,0.05540180375615351,,,
23,2013-02-01 09:15:00,364.7,365.8,358.9,364.2,15362,2013-02-01 15:29:00,2013-02-01 09:15:00,0.06058955467736518,,,
24,2013-02-04 09:15:00,360.1,384.3,360.1,369.1,73587,2013-02-04 15:29:00,2013-02-04 09:15:00,0.13364442742445337,,,
25,2013-02-05 09:15:00,373.7,374.5,365.0,370.9,18298,2013-02-05 15:29:00,2013-02-05 09:15:00,0.04864874459592097,,,
26,2013-02-06 09:15:00,372.0,374.85,367.0,368.05,9429,2013-02-06 15:29:00,2013-02-06 09:15:00,-0.07713685990830127,,,
27,2013-02-07 09:15:00,367.1,370.5,355.05,357.1,10539,2013-02-07 15:29:00,2013-02-07 09:15:00,-0.30202943904312124,,,
28,2013-02-08 09:15:00,357.25,358.0,347.45,355.0,13318,2013-02-08 15:29:00,2013-02-08 09:15:00,-0.05898065124987044,,,
29,2013-02-11 09:15:00,348.0,358.0,348.0,348.2,14794,2013-02-11 15:29:00,2013-02-11 09:15:00,-0.19340762141327125,,,
30,2013-02-12 09:15:00,350.55,356.8,340.1,341.6,27787,2013-02-12 15:29:00,2013-02-12 09:15:00,-0.1913656541967378,,,
31,2013-02-13 09:15:00,343.0,346.5,321.2,329.55,13576,2013-02-13 15:29:00,2013-02-13 09:15:00,-0.3591237441568595,,,
32,2013-02-14 09:15:00,332.5,332.5,326.0,330.0,11303,2013-02-14 15:29:00,2013-02-14 09:15:00,0.013645669617969522,,,
33,2013-02-15 09:15:00,328.0,342.0,324.0,335.0,8750,2013-02-15 15:29:00,2013-02-15 09:15:00,0.15037877364540503,,,
34,2013-02-18 09:15:00,331.25,335.3,326.15,327.35,7098,2013-02-18 15:29:00,2013-02-18 09:15:00,-0.23100596937965942,,,
35,2013-02-19 09:15:00,332.9,341.9,326.15,341.0,18964,2013-02-19 15:29:00,2013-02-19 09:15:00,0.40852542396416336,,,
36,2013-02-20 09:15:00,342.0,346.0,338.2,338.2,5038,2013-02-20 15:29:00,2013-02-20 09:15:00,-0.08245040819036947,,,
37,2013-02-21 09:15:00,334.0,337.25,330.05,333.0,10148,2013-02-21 15:29:00,2013-02-21 09:15:00,-0.15494946484036093,,,
38,2013-02-22 09:15:00,331.0,335.0,326.0,327.5,17710,2013-02-22 15:29:00,2013-02-22 09:15:00,-0.16654434905137236,,,
39,2013-02-25 09:15:00,328.25,344.5,328.0,339.9,30114,2013-02-25 15:29:00,2013-02-25 09:15:00,0.37163401626763654,,,
40,2013-02-26 09:15:00,342.0,342.0,322.0,327.0,10821,2013-02-26 15:29:00,2013-02-26 09:15:00,-0.3869128580481681,,,
41,2013-02-27 09:15:00,330.0,340.6,317.55,336.75,19803,2013-02-27 15:29:00,2013-02-27 09:15:00,0.2938064439321996,,,
42,2013-02-28 09:15:00,334.0,342.0,316.9,320.75,12560,2013-02-28 15:29:00,2013-02-28 09:15:00,-0.4867881179472752,,,
43,2013-03-01 09:15:00,314.0,334.0,314.0,321.0,6676,2013-03-01 15:29:00,2013-03-01 09:15:00,0.007791196342700227,,,
44,2013-03-04 09:15:00,326.95,326.95,302.0,309.0,18661,2013-03-04 15:29:00,2013-03-04 09:15:00,-0.38099846232270407,,,
45,2013-03-05 09:15:00,301.0,322.3,300.05,319.9,15502,2013-03-05 15:29:00,2013-03-05 09:15:00,0.34667170057726826,,,
46,2013-03-06 09:15:00,320.0,327.0,314.0,322.0,15297,2013-03-06 15:29:00,2013-03-06 09:15:00,0.06543098588936107,,,
47,2013-03-07 09:15:00,322.3,327.95,316.7,327.1,8578,2013-03-07 15:29:00,2013-03-07 09:15:00,0.15714388999930065,,,
48,2013-03-08 09:15:00,327.6,334.0,326.1,334.0,11751,2013-03-08 15:29:00,2013-03-08 09:15:00,0.20875058432362126,,,
49,2013-03-11 09:15:00,334.65,339.9,332.5,334.0,5526,2013-03-11 15:29:00,2013-03-11 09:15:00,0.0,,,
50,2013-03-12 09:15:00,335.05,338.95,330.8,334.95,4876,2013-03-12 15:29:00,2013-03-12 09:15:00,0.028402739775760386,,,
