,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_1,calculate_annualized_volatility_1,calculate_avg_volatility_1_5,calculate_change_2,calculate_stdv_2_1,calculate_annualized_volatility_2,calculate_avg_volatility_2_10,calculate_change_3,calculate_stdv_3_1,calculate_annualized_volatility_3,calculate_avg_volatility_3_15,calculate_change_4,calculate_stdv_4_1,calculate_annualized_volatility_4,calculate_avg_volatility_4_20,calculate_change_5,calculate_stdv_5_1,calculate_annualized_volatility_5,calculate_avg_volatility_5_30,calculate_change_6,calculate_stdv_6_5,calculate_annualized_volatility_6,calculate_avg_volatility_6_5,calculate_change_7,calculate_stdv_7_5,calculate_annualized_volatility_7,calculate_avg_volatility_7_10,calculate_change_8,calculate_stdv_8_5,calculate_annualized_volatility_8,calculate_avg_volatility_8_15,calculate_change_9,calculate_stdv_9_5,calculate_annualized_volatility_9,calculate_avg_volatility_9_20,calculate_change_10,calculate_stdv_10_5,calculate_annualized_volatility_10,calculate_avg_volatility_10_30,calculate_change_11,calculate_stdv_11_22,calculate_annualized_volatility_11,calculate_avg_volatility_11_5,calculate_change_12,calculate_stdv_12_22,calculate_annualized_volatility_12,calculate_avg_volatility_12_10,calculate_change_13,calculate_stdv_13_66,calculate_annualized_volatility_13,calculate_avg_volatility_13_10,calculate_change_14,calculate_stdv_14_132,calculate_annualized_volatility_14,calculate_avg_volatility_14_10,calculate_change_15,calculate_stdv_15_252,calculate_annualized_volatility_15,calculate_avg_volatility_15_10
0,2013-01-01 09:15:00,68.2,68.45,67.5,67.8,1029115,2013-01-01 15:29:00,2013-01-01 09:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2013-01-02 09:15:00,68.2,68.75,67.5,67.9,1103014,2013-01-02 15:29:00,2013-01-02 09:15:00,0.014738396183007449,0.0,0.0,,0.014738396183007449,0.0,0.0,,0.014738396183007449,0.0,0.0,,0.014738396183007449,0.0,0.0,,0.014738396183007449,0.0,0.0,,0.014738396183007449,,,,0.014738396183007449,,,,0.014738396183007449,,,,0.014738396183007449,,,,0.014738396183007449,,,,0.014738396183007449,,,,0.014738396183007449,,,,0.014738396183007449,,,,0.014738396183007449,,,,0.014738396183007449,,,
2,2013-01-03 09:15:00,68.1,68.9,67.6,68.6,1242655,2013-01-03 15:29:00,2013-01-03 09:15:00,0.10256500167188841,0.0,0.0,,0.10256500167188841,0.0,0.0,,0.10256500167188841,0.0,0.0,,0.10256500167188841,0.0,0.0,,0.10256500167188841,0.0,0.0,,0.10256500167188841,,,,0.10256500167188841,,,,0.10256500167188841,,,,0.10256500167188841,,,,0.10256500167188841,,,,0.10256500167188841,,,,0.10256500167188841,,,,0.10256500167188841,,,,0.10256500167188841,,,,0.10256500167188841,,,
3,2013-01-04 09:15:00,68.6,70.5,68.1,70.1,3031260,2013-01-04 15:29:00,2013-01-04 09:15:00,0.21630259308704936,0.0,0.0,,0.21630259308704936,0.0,0.0,,0.21630259308704936,0.0,0.0,,0.21630259308704936,0.0,0.0,,0.21630259308704936,0.0,0.0,,0.21630259308704936,,,,0.21630259308704936,,,,0.21630259308704936,,,,0.21630259308704936,,,,0.21630259308704936,,,,0.21630259308704936,,,,0.21630259308704936,,,,0.21630259308704936,,,,0.21630259308704936,,,,0.21630259308704936,,,
4,2013-01-07 09:15:00,70.15,71.9,69.1,71.1,2810538,2013-01-07 15:29:00,2013-01-07 09:15:00,0.1416454276865085,0.0,0.0,,0.1416454276865085,0.0,0.0,,0.1416454276865085,0.0,0.0,,0.1416454276865085,0.0,0.0,,0.1416454276865085,0.0,0.0,,0.1416454276865085,,,,0.1416454276865085,,,,0.1416454276865085,,,,0.1416454276865085,,,,0.1416454276865085,,,,0.1416454276865085,,,,0.1416454276865085,,,,0.1416454276865085,,,,0.1416454276865085,,,,0.1416454276865085,,,
5,2013-01-08 09:15:00,71.35,71.6,70.05,70.5,949041,2013-01-08 15:29:00,2013-01-08 09:15:00,-0.08474626990972121,0.0,0.0,0.0,-0.08474626990972121,0.0,0.0,,-0.08474626990972121,0.0,0.0,,-0.08474626990972121,0.0,0.0,,-0.08474626990972121,0.0,0.0,,-0.08474626990972121,0.104182642392215,1.6538481761962576,,-0.08474626990972121,0.104182642392215,1.6538481761962576,,-0.08474626990972121,0.104182642392215,1.6538481761962576,,-0.08474626990972121,0.104182642392215,1.6538481761962576,,-0.08474626990972121,0.104182642392215,1.6538481761962576,,-0.08474626990972121,,,,-0.08474626990972121,,,,-0.08474626990972121,,,,-0.08474626990972121,,,,-0.08474626990972121,,,
6,2013-01-09 09:15:00,70.3,72.0,70.3,70.8,2057140,2013-01-09 15:29:00,2013-01-09 09:15:00,0.042462908814510036,0.0,0.0,0.0,0.042462908814510036,0.0,0.0,,0.042462908814510036,0.0,0.0,,0.042462908814510036,0.0,0.0,,0.042462908814510036,0.0,0.0,,0.042462908814510036,0.10136235740214836,1.6090775399359898,,0.042462908814510036,0.10136235740214836,1.6090775399359898,,0.042462908814510036,0.10136235740214836,1.6090775399359898,,0.042462908814510036,0.10136235740214836,1.6090775399359898,,0.042462908814510036,0.10136235740214836,1.6090775399359898,,0.042462908814510036,,,,0.042462908814510036,,,,0.042462908814510036,,,,0.042462908814510036,,,,0.042462908814510036,,,
7,2013-01-10 09:15:00,71.3,72.0,69.1,69.55,1062205,2013-01-10 15:29:00,2013-01-10 09:15:00,-0.1781308233022215,0.0,0.0,0.0,-0.1781308233022215,0.0,0.0,,-0.1781308233022215,0.0,0.0,,-0.1781308233022215,0.0,0.0,,-0.1781308233022215,0.0,0.0,,-0.1781308233022215,0.1440713342965467,2.28706152961148,,-0.1781308233022215,0.1440713342965467,2.28706152961148,,-0.1781308233022215,0.1440713342965467,2.28706152961148,,-0.1781308233022215,0.1440713342965467,2.28706152961148,,-0.1781308233022215,0.1440713342965467,2.28706152961148,,-0.1781308233022215,,,,-0.1781308233022215,,,,-0.1781308233022215,,,,-0.1781308233022215,,,,-0.1781308233022215,,,
8,2013-01-11 09:15:00,70.3,70.3,68.0,68.1,612399,2013-01-11 15:29:00,2013-01-11 09:15:00,-0.2106870521398529,0.0,0.0,0.0,-0.2106870521398529,0.0,0.0,,-0.2106870521398529,0.0,0.0,,-0.2106870521398529,0.0,0.0,,-0.2106870521398529,0.0,0.0,,-0.2106870521398529,0.132974544306278,2.110905449619309,,-0.2106870521398529,0.132974544306278,2.110905449619309,,-0.2106870521398529,0.132974544306278,2.110905449619309,,-0.2106870521398529,0.132974544306278,2.110905449619309,,-0.2106870521398529,0.132974544306278,2.110905449619309,,-0.2106870521398529,,,,-0.2106870521398529,,,,-0.2106870521398529,,,,-0.2106870521398529,,,,-0.2106870521398529,,,
9,2013-01-14 09:15:00,68.35,69.4,67.55,69.2,466848,2013-01-14 15:29:00,2013-01-14 09:15:00,0.16023649468157322,0.0,0.0,0.0,0.16023649468157322,0.0,0.0,,0.16023649468157322,0.0,0.0,,0.16023649468157322,0.0,0.0,,0.16023649468157322,0.0,0.0,,0.16023649468157322,0.13864115232501106,2.200860063188422,1.9723505517102917,0.16023649468157322,0.13864115232501106,2.200860063188422,,0.16023649468157322,0.13864115232501106,2.200860063188422,,0.16023649468157322,0.13864115232501106,2.200860063188422,,0.16023649468157322,0.13864115232501106,2.200860063188422,,0.16023649468157322,,,,0.16023649468157322,,,,0.16023649468157322,,,,0.16023649468157322,,,,0.16023649468157322,,,
